LeadId,Converted,predicted,Score
4218,1,1,100
202,0,0,8
3510,0,0,12
4931,0,0,26
5535,0,1,97
5791,1,1,99
1707,0,0,8
5172,0,0,9
5249,0,0,14
6528,1,1,94
9099,1,0,5
5855,0,0,8
8164,1,1,83
854,1,1,58
4737,1,1,93
698,0,0,11
3696,0,0,6
1636,0,0,6
7280,0,0,8
7554,0,0,8
3581,0,0,8
1291,0,0,6
6585,0,0,21
1853,0,0,16
5232,0,0,6
3763,1,1,75
3304,1,1,47
1495,0,0,13
7994,1,1,51
1998,0,0,11
663,1,1,92
3748,0,0,7
4413,1,1,66
5530,0,0,10
5575,0,1,92
8901,0,1,85
7526,1,1,93
5864,0,0,8
6776,0,0,5
1306,1,0,20
7392,1,0,35
5592,0,0,36
1663,1,1,100
5450,0,0,7
3627,0,0,9
2693,0,0,16
5915,1,1,97
3157,0,0,5
6668,0,0,14
1059,0,0,3
4636,0,0,22
3242,0,1,72
1678,1,1,51
6892,1,1,84
6374,0,0,8
7574,1,1,50
1757,0,0,16
6019,0,0,6
5116,1,0,16
8755,0,0,37
7408,1,1,44
2790,0,0,37
863,0,0,5
7858,1,0,23
1484,0,0,7
7035,1,0,34
7721,0,1,47
5977,0,0,8
5134,0,1,39
206,0,0,19
4488,1,1,78
6938,0,0,24
9062,1,1,85
6910,0,0,5
502,1,1,46
7385,1,1,55
1028,0,0,8
3840,1,1,95
8110,1,1,89
5056,0,1,51
8154,0,0,16
2731,0,0,7
8996,0,0,19
2454,0,0,4
7215,1,1,92
3104,0,0,8
8392,1,1,47
6278,0,1,48
3099,0,1,43
6184,1,0,15
3561,0,0,8
5892,1,1,56
391,0,0,8
6736,1,1,92
5618,0,0,4
5258,1,1,94
2695,1,1,70
2027,1,1,83
5463,0,1,52
2568,1,1,86
8006,0,0,4
64,1,1,90
2062,0,0,5
5276,1,1,100
7208,1,1,60
8684,1,0,32
8571,1,1,91
6331,0,0,8
4859,0,0,16
4887,0,0,15
878,0,0,9
8529,0,0,20
7916,0,0,6
6863,1,1,79
7892,0,0,24
6439,0,0,11
7869,1,1,43
1016,0,0,13
7629,0,0,8
995,1,0,13
4297,1,1,95
161,1,1,100
5675,0,1,62
6873,0,0,16
7989,1,1,79
3843,0,0,14
1021,1,0,19
3073,1,1,76
7555,0,0,8
3943,0,0,8
1585,1,1,88
3152,0,1,66
8226,1,1,90
775,0,1,58
7099,1,0,33
5486,0,0,16
6235,0,1,39
7041,0,1,47
2612,0,0,6
7513,0,0,3
8433,0,1,79
8792,0,1,43
5393,1,1,90
8838,0,1,98
3890,0,0,16
3556,1,1,64
1528,1,1,74
1267,1,1,85
7734,0,1,55
1899,1,1,91
4658,0,0,32
3005,1,1,92
2734,1,1,94
189,1,0,33
9167,0,0,10
2747,0,0,4
2047,0,0,8
7849,1,1,94
2558,0,0,28
8666,0,0,5
6396,0,0,8
3385,0,0,13
4555,1,1,86
1184,1,1,41
6420,0,0,16
5051,1,1,79
5311,0,0,13
2433,0,0,16
6949,0,0,21
769,0,0,10
1685,0,0,16
8322,1,1,82
5578,0,0,7
4426,1,1,55
466,1,0,10
6265,1,1,42
5734,0,0,8
5191,0,0,8
5390,1,1,98
860,0,0,13
7270,1,1,63
